date,home_team,away_team,home_score,away_score,home_position,away_position,home_won,away_won,home_drawn,away_drawn,home_lost,away_lost,home_avg_goals_scored_per_match,away_avg_goals_scored_per_match,home_avg_goals_conceded_per_match,away_avg_goals_conceded_per_match,home_clean_sheets,away_clean_sheets,home_biggest_win,away_biggest_win,home_worst_defeat,away_worst_defeat,home_possession_%,away_possession_%,home_shots_on_target,away_shots_on_target,home_shots,away_shots,home_touches,away_touches,home_passes,away_passes,home_tackles,away_tackles,home_clearances,away_clearances,home_corners,away_corners,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls_conceded,away_fouls_conceded
08/19/2016,Manchester United,Southampton,2,0,6,8,18,12,15,10,5,16,1.42,1.08,0.76,1.26,17,14,4 - 1 v Leicester ( H),0 - 4 v Sunderland ( A),4 - 0 v Chelsea ( A),1 - 4 v Spurs ( H),43.4,56.6,5.0,1.0,12.0,13.0,609.0,716.0,408.0,533.0,11.0,25.0,20.0,22.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,8.0
08/20/2016,Stoke City,Manchester City,1,4,13,3,11,23,11,9,16,6,1.08,2.11,1.47,1.03,11,12,3 - 1 v Swansea ( H),5 - 0 v Crystal Palace ( H),0 - 4 v Spurs ( H),4 - 0 v Everton ( A),42.5,57.5,3.0,6.0,8.0,12.0,571.0,704.0,361.0,493.0,22.0,20.0,25.0,28.0,7.0,7.0,3.0,1.0,3.0,4.0,0.0,0.0,12.0,13.0
08/21/2016,Sunderland,Middlesbrough,1,2,20,19,6,5,6,13,26,20,0.76,0.71,1.82,1.39,6,11,0 - 4 v Crystal Palace ( A),3 - 0 v Swansea ( H),5 - 1 v Chelsea ( A),4 - 0 v Bournemouth ( A),46.9,53.1,5.0,3.0,18.0,8.0,633.0,681.0,401.0,476.0,16.0,30.0,12.0,34.0,8.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,11.0,14.0
08/20/2016,Swansea City,Hull City,0,2,15,18,12,9,5,7,21,22,1.18,0.97,1.84,2.11,8,5,3 - 0 v Sunderland ( H),4 - 2 v Middlesbrough ( H),5 - 0 v Spurs ( A),1 - 7 v Spurs ( H),56.6,43.4,3.0,4.0,23.0,12.0,800.0,659.0,563.0,460.0,17.0,27.0,17.0,34.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0
08/20/2016,Tottenham Hotspur,Crystal Palace,1,0,2,14,26,12,8,5,4,21,2.26,1.32,0.68,1.66,17,7,1 - 7 v Hull ( A),4 - 0 v Hull ( H),2 - 0 v Liverpool ( A),5 - 0 v Man City ( A),56.9,43.1,5.0,2.0,20.0,10.0,674.0,574.0,440.0,325.0,29.0,28.0,42.0,24.0,10.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,19.0,9.0
08/20/2016,Watford,Chelsea,1,2,17,1,11,30,7,3,20,5,1.05,2.24,1.79,0.87,7,16,2 - 4 v West Ham ( A),5 - 0 v Everton ( H),6 - 1 v Liverpool ( A),3 - 0 v Arsenal ( A),37.6,62.4,2.0,4.0,6.0,13.0,530.0,767.0,330.0,560.0,25.0,17.0,31.0,18.0,0.0,5.0,1.0,2.0,4.0,3.0,0.0,0.0,20.0,10.0
08/20/2016,West Bromwich Albion,Everton,1,2,10,7,12,17,9,10,17,11,1.13,1.63,1.34,1.16,6,13,4 - 0 v Burnley ( H),4 - 0 v Man City ( H),0 - 4 v Man City ( H),5 - 0 v Chelsea ( A),33.6,66.4,4.0,7.0,11.0,13.0,466.0,766.0,283.0,580.0,23.0,16.0,17.0,17.0,7.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,16.0,10.0
08/21/2016,West Ham United,AFC Bournemouth,1,0,11,9,12,12,9,10,17,16,1.24,1.45,1.68,1.76,10,10,1 - 4 v Swansea ( A),6 - 1 v Hull ( H),1 - 5 v Arsenal ( H),4 - 0 v Man City ( A),46.8,53.2,2.0,5.0,16.0,8.0,554.0,583.0,355.0,410.0,16.0,10.0,17.0,30.0,1.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,15.0,15.0
08/27/2016,Chelsea,Burnley,3,0,1,16,30,11,3,7,5,20,2.24,1.03,0.87,1.45,16,10,5 - 0 v Everton ( H),4 - 1 v Sunderland ( H),3 - 0 v Arsenal ( A),4 - 0 v West Brom ( A),60.1,39.9,10.0,0.0,22.0,6.0,813.0,584.0,626.0,410.0,9.0,17.0,17.0,30.0,9.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,9.0
08/27/2016,Crystal Palace,AFC Bournemouth,1,1,14,9,12,12,5,10,21,16,1.32,1.45,1.66,1.76,7,10,4 - 0 v Hull ( H),6 - 1 v Hull ( H),5 - 0 v Man City ( A),4 - 0 v Man City ( A),59.4,40.6,5.0,3.0,24.0,10.0,689.0,514.0,447.0,326.0,19.0,17.0,29.0,52.0,10.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,15.0,10.0
08/27/2016,Everton,Stoke City,1,0,7,13,17,11,10,11,11,16,1.63,1.08,1.16,1.47,13,11,4 - 0 v Man City ( H),3 - 1 v Swansea ( H),5 - 0 v Chelsea ( A),0 - 4 v Spurs ( H),54.9,45.1,9.0,1.0,21.0,8.0,697.0,602.0,482.0,395.0,21.0,26.0,30.0,27.0,9.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,14.0,11.0
08/27/2016,Hull City,Manchester United,0,1,18,6,9,18,7,15,22,5,0.97,1.42,2.11,0.76,5,17,4 - 2 v Middlesbrough ( H),4 - 1 v Leicester ( H),1 - 7 v Spurs ( H),4 - 0 v Chelsea ( A),37.9,62.1,2.0,9.0,8.0,29.0,593.0,824.0,394.0,615.0,20.0,14.0,51.0,7.0,1.0,6.0,0.0,1.0,2.0,3.0,0.0,0.0,9.0,6.0
08/27/2016,Leicester City,Swansea City,2,1,12,15,12,12,8,5,18,21,1.26,1.18,1.66,1.84,9,8,3 - 0 v Burnley ( H),3 - 0 v Sunderland ( H),1 - 6 v Spurs ( H),5 - 0 v Spurs ( A),52.2,47.8,6.0,3.0,13.0,9.0,623.0,583.0,408.0,363.0,15.0,21.0,32.0,37.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,0.0,14.0,10.0
08/28/2016,Manchester City,West Ham United,3,1,3,11,23,12,9,9,6,17,2.11,1.24,1.03,1.68,12,10,5 - 0 v Crystal Palace ( H),1 - 4 v Swansea ( A),4 - 0 v Everton ( A),1 - 5 v Arsenal ( H),67.1,32.9,5.0,2.0,22.0,9.0,794.0,468.0,587.0,274.0,21.0,19.0,27.0,17.0,5.0,4.0,3.0,3.0,1.0,3.0,0.0,0.0,5.0,10.0
08/27/2016,Southampton,Sunderland,1,1,8,20,12,6,10,6,16,26,1.08,0.76,1.26,1.82,14,6,0 - 4 v Sunderland ( A),0 - 4 v Crystal Palace ( A),1 - 4 v Spurs ( H),5 - 1 v Chelsea ( A),63.8,36.2,7.0,2.0,16.0,5.0,671.0,453.0,480.0,270.0,16.0,13.0,31.0,36.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,15.0,8.0
08/27/2016,Tottenham Hotspur,Liverpool,1,1,2,4,26,22,8,10,4,6,2.26,2.05,0.68,1.11,17,12,1 - 7 v Hull ( A),6 - 1 v Watford ( H),2 - 0 v Liverpool ( A),3 - 1 v Leicester ( A),49.3,50.7,4.0,3.0,11.0,13.0,631.0,661.0,419.0,433.0,22.0,20.0,27.0,36.0,5.0,5.0,2.0,6.0,3.0,5.0,0.0,0.0,11.0,17.0
08/27/2016,Watford,Arsenal,1,3,17,5,11,23,7,6,20,9,1.05,2.03,1.79,1.16,7,13,2 - 4 v West Ham ( A),1 - 5 v West Ham ( A),6 - 1 v Liverpool ( A),3 - 0 v Crystal Palace ( A),45.3,54.7,6.0,7.0,14.0,10.0,584.0,724.0,397.0,490.0,14.0,22.0,17.0,33.0,3.0,2.0,1.0,2.0,6.0,1.0,0.0,0.0,18.0,15.0
08/28/2016,West Bromwich Albion,Middlesbrough,0,0,10,19,12,5,9,13,17,20,1.13,0.71,1.34,1.39,6,11,4 - 0 v Burnley ( H),3 - 0 v Swansea ( H),0 - 4 v Man City ( H),4 - 0 v Bournemouth ( A),41.0,59.0,2.0,2.0,13.0,7.0,527.0,707.0,350.0,515.0,16.0,22.0,11.0,38.0,5.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,12.0,11.0
09/10/2016,Arsenal,Southampton,2,1,5,8,23,12,6,10,9,16,2.03,1.08,1.16,1.26,13,14,1 - 5 v West Ham ( A),0 - 4 v Sunderland ( A),3 - 0 v Crystal Palace ( A),1 - 4 v Spurs ( H),56.7,43.3,2.0,5.0,17.0,11.0,805.0,640.0,588.0,457.0,13.0,16.0,15.0,31.0,6.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,10.0,8.0
09/10/2016,AFC Bournemouth,West Bromwich Albion,1,0,9,10,12,12,10,9,16,17,1.45,1.13,1.76,1.34,10,6,6 - 1 v Hull ( H),4 - 0 v Burnley ( H),4 - 0 v Man City ( A),0 - 4 v Man City ( H),63.5,36.5,5.0,2.0,12.0,12.0,697.0,463.0,477.0,272.0,15.0,16.0,37.0,25.0,10.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,9.0,11.0
09/10/2016,Burnley,Hull City,1,1,16,18,11,9,7,7,20,22,1.03,0.97,1.45,2.11,10,5,4 - 1 v Sunderland ( H),4 - 2 v Middlesbrough ( H),4 - 0 v West Brom ( A),1 - 7 v Spurs ( H),38.8,61.2,2.0,3.0,14.0,11.0,578.0,819.0,395.0,625.0,10.0,14.0,33.0,20.0,5.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,13.0,3.0
09/10/2016,Liverpool,Leicester City,4,1,4,12,22,12,10,8,6,18,2.05,1.26,1.11,1.66,12,9,6 - 1 v Watford ( H),3 - 0 v Burnley ( H),3 - 1 v Leicester ( A),1 - 6 v Spurs ( H),62.7,37.3,11.0,3.0,17.0,12.0,800.0,525.0,612.0,346.0,17.0,18.0,30.0,13.0,1.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,8.0
09/10/2016,Manchester United,Manchester City,1,2,6,3,18,23,15,9,5,6,1.42,2.11,0.76,1.03,17,12,4 - 1 v Leicester ( H),5 - 0 v Crystal Palace ( H),4 - 0 v Chelsea ( A),4 - 0 v Everton ( A),39.9,60.1,3.0,6.0,14.0,18.0,612.0,824.0,376.0,593.0,24.0,23.0,23.0,35.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,15.0,10.0
09/10/2016,Middlesbrough,Crystal Palace,1,2,19,14,5,12,13,5,20,21,0.71,1.32,1.39,1.66,11,7,3 - 0 v Swansea ( H),4 - 0 v Hull ( H),4 - 0 v Bournemouth ( A),5 - 0 v Man City ( A),57.7,42.3,4.0,4.0,12.0,12.0,736.0,606.0,526.0,390.0,24.0,24.0,19.0,29.0,6.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,9.0
09/10/2016,Stoke City,Tottenham Hotspur,0,4,13,2,11,26,11,8,16,4,1.08,2.26,1.47,0.68,11,17,3 - 1 v Swansea ( H),1 - 7 v Hull ( A),0 - 4 v Spurs ( H),2 - 0 v Liverpool ( A),39.7,60.3,2.0,8.0,16.0,20.0,541.0,700.0,325.0,510.0,23.0,8.0,22.0,32.0,10.0,8.0,2.0,0.0,3.0,2.0,0.0,0.0,13.0,18.0
09/12/2016,Sunderland,Everton,0,3,20,7,6,17,6,10,26,11,0.76,1.63,1.82,1.16,6,13,0 - 4 v Crystal Palace ( A),4 - 0 v Man City ( H),5 - 1 v Chelsea ( A),5 - 0 v Chelsea ( A),33.5,66.5,2.0,9.0,11.0,20.0,452.0,752.0,286.0,571.0,10.0,27.0,16.0,25.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,8.0
09/11/2016,Swansea City,Chelsea,2,2,15,1,12,30,5,3,21,5,1.18,2.24,1.84,0.87,8,16,3 - 0 v Sunderland ( H),5 - 0 v Everton ( H),5 - 0 v Spurs ( A),3 - 0 v Arsenal ( A),44.9,55.1,2.0,7.0,6.0,28.0,582.0,697.0,399.0,488.0,19.0,18.0,18.0,21.0,1.0,11.0,0.0,3.0,3.0,4.0,0.0,0.0,17.0,9.0
09/10/2016,West Ham United,Watford,2,4,11,17,12,11,9,7,17,20,1.24,1.05,1.68,1.79,10,7,1 - 4 v Swansea ( A),2 - 4 v West Ham ( A),1 - 5 v Arsenal ( H),6 - 1 v Liverpool ( A),57.9,42.1,4.0,8.0,19.0,13.0,672.0,502.0,445.0,325.0,12.0,24.0,29.0,33.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,10.0,15.0
09/16/2016,Chelsea,Liverpool,1,2,1,4,30,22,3,10,5,6,2.24,2.05,0.87,1.11,16,12,5 - 0 v Everton ( H),6 - 1 v Watford ( H),3 - 0 v Arsenal ( A),3 - 1 v Leicester ( A),52.7,47.3,4.0,5.0,12.0,13.0,778.0,691.0,540.0,497.0,18.0,20.0,24.0,26.0,6.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,6.0,13.0
09/18/2016,Crystal Palace,Stoke City,4,1,14,13,12,11,5,11,21,16,1.32,1.08,1.66,1.47,7,11,4 - 0 v Hull ( H),3 - 1 v Swansea ( H),5 - 0 v Man City ( A),0 - 4 v Spurs ( H),56.5,43.5,8.0,4.0,14.0,11.0,706.0,562.0,459.0,350.0,26.0,28.0,35.0,22.0,10.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,15.0,9.0
09/17/2016,Everton,Middlesbrough,3,1,7,19,17,5,10,13,11,20,1.63,0.71,1.16,1.39,13,11,4 - 0 v Man City ( H),3 - 0 v Swansea ( H),5 - 0 v Chelsea ( A),4 - 0 v Bournemouth ( A),52.2,47.8,6.0,0.0,11.0,7.0,749.0,696.0,544.0,502.0,20.0,22.0,27.0,27.0,6.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,5.0,15.0
09/17/2016,Hull City,Arsenal,1,4,18,5,9,23,7,6,22,9,0.97,2.03,2.11,1.16,5,13,4 - 2 v Middlesbrough ( H),1 - 5 v West Ham ( A),1 - 7 v Spurs ( H),3 - 0 v Crystal Palace ( A),39.3,60.7,2.0,9.0,6.0,24.0,678.0,963.0,508.0,801.0,18.0,17.0,17.0,9.0,2.0,4.0,3.0,2.0,0.0,2.0,1.0,0.0,9.0,12.0
09/17/2016,Leicester City,Burnley,3,0,12,16,12,11,8,7,18,20,1.26,1.03,1.66,1.45,9,10,3 - 0 v Burnley ( H),4 - 1 v Sunderland ( H),1 - 6 v Spurs ( H),4 - 0 v West Brom ( A),59.0,41.0,6.0,2.0,14.0,7.0,695.0,552.0,517.0,361.0,12.0,14.0,11.0,41.0,7.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,10.0,9.0
09/17/2016,Manchester City,AFC Bournemouth,4,0,3,9,23,12,9,10,6,16,2.11,1.45,1.03,1.76,12,10,5 - 0 v Crystal Palace ( H),6 - 1 v Hull ( H),4 - 0 v Everton ( A),4 - 0 v Man City ( A),64.2,35.8,11.0,2.0,20.0,6.0,769.0,495.0,591.0,320.0,25.0,14.0,13.0,11.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,11.0
09/18/2016,Southampton,Swansea City,1,0,8,15,12,12,10,5,16,21,1.08,1.18,1.26,1.84,14,8,0 - 4 v Sunderland ( A),3 - 0 v Sunderland ( H),1 - 4 v Spurs ( H),5 - 0 v Spurs ( A),53.0,47.0,6.0,3.0,19.0,9.0,644.0,581.0,442.0,402.0,11.0,14.0,14.0,30.0,7.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,14.0,9.0
09/18/2016,Tottenham Hotspur,Sunderland,1,0,2,20,26,6,8,6,4,26,2.26,0.76,0.68,1.82,17,6,1 - 7 v Hull ( A),0 - 4 v Crystal Palace ( A),2 - 0 v Liverpool ( A),5 - 1 v Chelsea ( A),73.7,26.3,9.0,2.0,31.0,6.0,835.0,407.0,613.0,224.0,16.0,26.0,17.0,32.0,14.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,7.0,16.0
09/18/2016,Watford,Manchester United,3,1,17,6,11,18,7,15,20,5,1.05,1.42,1.79,0.76,7,17,2 - 4 v West Ham ( A),4 - 1 v Leicester ( H),6 - 1 v Liverpool ( A),4 - 0 v Chelsea ( A),39.9,60.1,5.0,2.0,10.0,15.0,462.0,630.0,284.0,417.0,19.0,15.0,20.0,39.0,5.0,7.0,0.0,2.0,3.0,4.0,0.0,0.0,14.0,19.0
09/17/2016,West Bromwich Albion,West Ham United,4,2,10,11,12,12,9,9,17,17,1.13,1.24,1.34,1.68,6,10,4 - 0 v Burnley ( H),1 - 4 v Swansea ( A),0 - 4 v Man City ( H),1 - 5 v Arsenal ( H),29.6,70.4,6.0,5.0,8.0,23.0,426.0,830.0,260.0,622.0,17.0,22.0,17.0,9.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,14.0,6.0
09/24/2016,Arsenal,Chelsea,3,0,5,1,23,30,6,3,9,5,2.03,2.24,1.16,0.87,13,16,1 - 5 v West Ham ( A),5 - 0 v Everton ( H),3 - 0 v Crystal Palace ( A),3 - 0 v Arsenal ( A),49.5,50.5,5.0,2.0,14.0,9.0,731.0,738.0,529.0,538.0,18.0,21.0,24.0,20.0,9.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,9.0,11.0
09/24/2016,AFC Bournemouth,Everton,1,0,9,7,12,17,10,10,16,11,1.45,1.63,1.76,1.16,10,13,6 - 1 v Hull ( H),4 - 0 v Man City ( H),4 - 0 v Man City ( A),5 - 0 v Chelsea ( A),52.8,47.2,1.0,2.0,12.0,13.0,638.0,581.0,422.0,367.0,18.0,26.0,29.0,20.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,10.0,14.0
09/26/2016,Burnley,Watford,2,0,16,17,11,11,7,7,20,20,1.03,1.05,1.45,1.79,10,7,4 - 1 v Sunderland ( H),2 - 4 v West Ham ( A),4 - 0 v West Brom ( A),6 - 1 v Liverpool ( A),43.5,56.5,4.0,2.0,13.0,12.0,555.0,658.0,349.0,469.0,18.0,15.0,34.0,29.0,7.0,6.0,5.0,0.0,1.0,3.0,0.0,0.0,11.0,15.0
09/24/2016,Liverpool,Hull City,5,1,4,18,22,9,10,7,6,22,2.05,0.97,1.11,2.11,12,5,6 - 1 v Watford ( H),4 - 2 v Middlesbrough ( H),3 - 1 v Leicester ( A),1 - 7 v Spurs ( H),74.2,25.8,12.0,1.0,32.0,2.0,938.0,429.0,763.0,263.0,17.0,19.0,7.0,27.0,13.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,8.0,8.0
09/24/2016,Manchester United,Leicester City,4,1,6,12,18,12,15,8,5,18,1.42,1.26,0.76,1.66,17,9,4 - 1 v Leicester ( H),3 - 0 v Burnley ( H),4 - 0 v Chelsea ( A),1 - 6 v Spurs ( H),67.3,32.7,7.0,3.0,16.0,10.0,912.0,494.0,712.0,336.0,15.0,14.0,31.0,19.0,8.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,9.0,12.0
09/24/2016,Middlesbrough,Tottenham Hotspur,1,2,19,2,5,26,13,8,20,4,0.71,2.26,1.39,0.68,11,17,3 - 0 v Swansea ( H),1 - 7 v Hull ( A),4 - 0 v Bournemouth ( A),2 - 0 v Liverpool ( A),41.6,58.4,2.0,5.0,6.0,19.0,587.0,750.0,391.0,550.0,31.0,15.0,31.0,15.0,2.0,10.0,0.0,3.0,2.0,1.0,0.0,0.0,14.0,9.0
09/24/2016,Stoke City,West Bromwich Albion,1,1,13,10,11,12,11,9,16,17,1.08,1.13,1.47,1.34,11,6,3 - 1 v Swansea ( H),4 - 0 v Burnley ( H),0 - 4 v Spurs ( H),0 - 4 v Man City ( H),56.2,43.8,2.0,3.0,12.0,9.0,588.0,509.0,405.0,319.0,19.0,14.0,21.0,21.0,6.0,6.0,1.0,1.0,3.0,4.0,0.0,0.0,9.0,13.0
09/24/2016,Sunderland,Crystal Palace,2,3,20,14,6,12,6,5,26,21,0.76,1.32,1.82,1.66,6,7,0 - 4 v Crystal Palace ( A),4 - 0 v Hull ( H),5 - 1 v Chelsea ( A),5 - 0 v Man City ( A),44.6,55.4,4.0,4.0,11.0,21.0,564.0,658.0,360.0,450.0,15.0,15.0,39.0,31.0,3.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,15.0,12.0
09/24/2016,Swansea City,Manchester City,1,3,15,3,12,23,5,9,21,6,1.18,2.11,1.84,1.03,8,12,3 - 0 v Sunderland ( H),5 - 0 v Crystal Palace ( H),5 - 0 v Spurs ( A),4 - 0 v Everton ( A),41.6,58.4,5.0,4.0,13.0,18.0,579.0,760.0,391.0,566.0,13.0,11.0,21.0,18.0,2.0,7.0,1.0,2.0,2.0,4.0,0.0,0.0,15.0,9.0
09/25/2016,West Ham United,Southampton,0,3,11,8,12,12,9,10,17,16,1.24,1.08,1.68,1.26,10,14,1 - 4 v Swansea ( A),0 - 4 v Sunderland ( A),1 - 5 v Arsenal ( H),1 - 4 v Spurs ( H),45.1,54.9,1.0,9.0,13.0,18.0,576.0,652.0,370.0,472.0,7.0,19.0,18.0,38.0,6.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,9.0,14.0
10/02/2016,Burnley,Arsenal,0,1,16,5,11,23,7,6,20,9,1.03,2.03,1.45,1.16,10,13,4 - 1 v Sunderland ( H),1 - 5 v West Ham ( A),4 - 0 v West Brom ( A),3 - 0 v Crystal Palace ( A),32.8,67.2,1.0,3.0,10.0,18.0,556.0,938.0,351.0,741.0,26.0,16.0,31.0,23.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
09/30/2016,Everton,Crystal Palace,1,1,7,14,17,12,10,5,11,21,1.63,1.32,1.16,1.66,13,7,4 - 0 v Man City ( H),4 - 0 v Hull ( H),5 - 0 v Chelsea ( A),5 - 0 v Man City ( A),56.6,43.4,3.0,2.0,13.0,10.0,624.0,516.0,398.0,297.0,18.0,14.0,36.0,29.0,10.0,9.0,3.0,1.0,5.0,4.0,0.0,0.0,16.0,11.0
10/01/2016,Hull City,Chelsea,0,2,18,1,9,30,7,3,22,5,0.97,2.24,2.11,0.87,5,16,4 - 2 v Middlesbrough ( H),5 - 0 v Everton ( H),1 - 7 v Spurs ( H),3 - 0 v Arsenal ( A),40.9,59.1,2.0,9.0,8.0,22.0,595.0,759.0,385.0,554.0,23.0,19.0,25.0,18.0,5.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,13.0,15.0
